# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
adamts9	ENSCHAG00000025948	ENSCHAT00000063149	protein_coding	0	0	0	9	1	0	0	2	6	0	0	0	0	0	0
adamts9	ENSCHAG00000025948	ENSCHAT00000063164	protein_coding	0	0	0	24	2	0	0	3	15	0	0	0	0	0	4
adipor2	ENSCHAG00000026056	ENSCHAT00000062200	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
agbl4	ENSCHAG00000008915	ENSCHAT00000018613	protein_coding	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0
agbl4	ENSCHAG00000008915	ENSCHAT00000018753	protein_coding	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0
akap12b	ENSCHAG00000005140	ENSCHAT00000009546	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
aldob	ENSCHAG00000010309	ENSCHAT00000022306	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	2
aldob	ENSCHAG00000010309	ENSCHAT00000022400	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
aldob	ENSCHAG00000010309	ENSCHAT00000022428	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
aldob	ENSCHAG00000010309	ENSCHAT00000022437	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
ank1a	ENSCHAG00000001526	ENSCHAT00000010701	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000011822	protein_coding	0	1	0	16	0	0	0	4	13	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012304	protein_coding	0	1	0	16	0	0	0	4	13	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012321	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012500	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012969	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013949	protein_coding	0	1	0	16	0	0	0	4	13	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013992	protein_coding	0	1	0	11	0	0	0	0	12	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014039	protein_coding	0	1	0	16	0	0	0	4	13	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014071	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0
ankrd55	ENSCHAG00000015383	ENSCHAT00000034882	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
anln	ENSCHAG00000012650	ENSCHAT00000028329	protein_coding	0	0	0	12	0	0	0	2	7	0	0	0	0	0	3
anln	ENSCHAG00000012650	ENSCHAT00000028339	protein_coding	0	0	0	12	0	0	0	2	7	0	0	0	0	0	3
anln	ENSCHAG00000012650	ENSCHAT00000028353	protein_coding	0	0	0	12	0	0	0	2	7	0	0	0	0	0	3
aprt	ENSCHAG00000022607	ENSCHAT00000053095	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
arhgef37	ENSCHAG00000014629	ENSCHAT00000033262	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
atg5	ENSCHAG00000008806	ENSCHAT00000018347	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
atg5	ENSCHAG00000008806	ENSCHAT00000018361	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
atmin	ENSCHAG00000017773	ENSCHAT00000040970	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0
atp1a2a	ENSCHAG00000008730	ENSCHAT00000018184	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
atrx	ENSCHAG00000001593	ENSCHAT00000009729	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	2
atrx	ENSCHAG00000001593	ENSCHAT00000009842	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	2
atrx	ENSCHAG00000001593	ENSCHAT00000010106	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	5
atrx	ENSCHAG00000001593	ENSCHAT00000010343	protein_coding	0	0	0	11	0	0	0	2	7	0	0	0	0	0	2
atrx	ENSCHAG00000001593	ENSCHAT00000010442	protein_coding	0	0	0	11	0	0	0	2	7	0	0	0	0	0	2
atrx	ENSCHAG00000001593	ENSCHAT00000010520	protein_coding	0	0	0	11	0	0	0	2	4	0	0	0	0	0	5
atrx	ENSCHAG00000001593	ENSCHAT00000010780	protein_coding	0	0	0	11	0	0	0	2	4	0	0	0	0	0	5
atrx	ENSCHAG00000001593	ENSCHAT00000010997	protein_coding	0	0	0	11	0	0	0	2	4	0	0	0	0	0	5
atrx	ENSCHAG00000001593	ENSCHAT00000011193	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
b3gnt2b	ENSCHAG00000002175	ENSCHAT00000003852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
b4galnt3b	ENSCHAG00000020523	ENSCHAT00000047842	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
bahcc1b	ENSCHAG00000021207	ENSCHAT00000049412	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1
bicral	ENSCHAG00000021155	ENSCHAT00000049277	protein_coding	0	0	0	19	1	0	0	8	2	0	0	0	0	0	8
bicral	ENSCHAG00000021155	ENSCHAT00000049333	protein_coding	0	0	0	14	0	0	0	9	2	0	0	0	0	0	3
c2cd5	ENSCHAG00000020322	ENSCHAT00000047443	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047455	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047470	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047493	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047515	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047542	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047559	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047574	protein_coding	0	0	0	17	0	0	0	6	11	0	0	0	0	0	0
c2cd5	ENSCHAG00000020322	ENSCHAT00000047591	protein_coding	0	0	0	7	1	0	0	3	3	0	0	0	0	0	0
cadm3	ENSCHAG00000008515	ENSCHAT00000017823	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cadm3	ENSCHAG00000008515	ENSCHAT00000017921	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cadm3	ENSCHAG00000008515	ENSCHAT00000017948	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cadm3	ENSCHAG00000008515	ENSCHAT00000017966	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cbfa2t3	ENSCHAG00000022304	ENSCHAT00000052303	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
cbfa2t3	ENSCHAG00000022304	ENSCHAT00000052322	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
cbln1	ENSCHAG00000006066	ENSCHAT00000011805	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
cbln1	ENSCHAG00000006066	ENSCHAT00000011831	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
cbx7a	ENSCHAG00000014912	ENSCHAT00000033800	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ccdc126	ENSCHAG00000012713	ENSCHAT00000028406	protein_coding	0	0	0	9	2	0	0	4	0	0	0	0	0	0	3
ccnt2b	ENSCHAG00000002533	ENSCHAT00000004417	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	2
ccnt2b	ENSCHAG00000002533	ENSCHAT00000004480	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	2
cd151	ENSCHAG00000001904	ENSCHAT00000003205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cd151	ENSCHAG00000001904	ENSCHAT00000003232	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cd151	ENSCHAG00000001904	ENSCHAT00000003288	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cd151	ENSCHAG00000001904	ENSCHAT00000003324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cd9a	ENSCHAG00000020595	ENSCHAT00000047892	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1
cd9a	ENSCHAG00000020595	ENSCHAT00000047906	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
cdh13	ENSCHAG00000006883	ENSCHAT00000014122	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0
cdh13	ENSCHAG00000006883	ENSCHAT00000014169	protein_coding	0	0	0	33	0	0	0	0	33	0	0	0	0	0	0
cdh15	ENSCHAG00000021955	ENSCHAT00000051558	protein_coding	0	0	0	12	0	0	0	4	3	0	0	0	0	0	5
cdt1	ENSCHAG00000022614	ENSCHAT00000053315	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
cdt1	ENSCHAG00000022614	ENSCHAT00000053338	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
cdt1	ENSCHAG00000022614	ENSCHAT00000053356	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
cenpn	ENSCHAG00000017711	ENSCHAT00000040891	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0
cenpn	ENSCHAG00000017711	ENSCHAT00000040937	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0
cfap161	ENSCHAG00000020579	ENSCHAT00000047874	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
chid1	ENSCHAG00000001225	ENSCHAT00000002857	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
chid1	ENSCHAG00000001225	ENSCHAT00000003040	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
chid1	ENSCHAG00000001225	ENSCHAT00000003075	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
ciao2b	ENSCHAG00000001055	ENSCHAT00000001701	protein_coding	0	0	0	9	1	0	0	5	1	0	0	0	0	0	2
cib2	ENSCHAG00000007931	ENSCHAT00000016247	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	2
cib2	ENSCHAG00000007931	ENSCHAT00000016282	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	1
clocka	ENSCHAG00000007302	ENSCHAT00000021658	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
cmasa	ENSCHAG00000018948	ENSCHAT00000043957	protein_coding	0	1	0	15	2	0	0	1	7	0	0	0	0	1	5
cnga2a	ENSCHAG00000005860	ENSCHAT00000011412	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
cnnm2a	ENSCHAG00000027722	ENSCHAT00000067130	protein_coding	0	1	0	5	1	0	0	1	3	0	0	0	0	1	0
cnnm2a	ENSCHAG00000027722	ENSCHAT00000067131	protein_coding	0	1	0	5	1	0	0	1	3	0	0	0	0	1	0
cox10	ENSCHAG00000002105	ENSCHAT00000003642	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
cx39.4	ENSCHAG00000002465	ENSCHAT00000004314	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
cyp17a1	ENSCHAG00000027725	ENSCHAT00000067141	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
cyp17a1	ENSCHAG00000027725	ENSCHAT00000067142	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
cyp17a1	ENSCHAG00000027725	ENSCHAT00000067143	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
dab1a	ENSCHAG00000027288	ENSCHAT00000065816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dab1a	ENSCHAG00000027288	ENSCHAT00000065819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dab1a	ENSCHAG00000027288	ENSCHAT00000065823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ddx4	ENSCHAG00000014764	ENSCHAT00000033667	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
ddx4	ENSCHAG00000014764	ENSCHAT00000033679	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
dennd5a	ENSCHAG00000011223	ENSCHAT00000027890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dennd5a	ENSCHAG00000011223	ENSCHAT00000030041	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dennd5a	ENSCHAG00000011223	ENSCHAT00000030204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dennd5a	ENSCHAG00000011223	ENSCHAT00000030296	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dennd5a	ENSCHAG00000011223	ENSCHAT00000030395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dennd5a	ENSCHAG00000011223	ENSCHAT00000030492	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dennd5a	ENSCHAG00000011223	ENSCHAT00000030626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
desi1a	ENSCHAG00000014899	ENSCHAT00000033780	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000004199	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000004315	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000004489	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000004702	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000004938	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000005678	protein_coding	0	0	0	34	0	0	0	1	33	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000005734	protein_coding	0	0	0	34	0	0	0	1	33	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000005942	protein_coding	0	0	0	34	0	0	0	1	33	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000006157	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
diaph2	ENSCHAG00000001390	ENSCHAT00000006503	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
dnajc2	ENSCHAG00000025077	ENSCHAT00000060171	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
dnajc2	ENSCHAG00000025077	ENSCHAT00000060188	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
dnajc2	ENSCHAG00000025077	ENSCHAT00000060245	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
dnajc2	ENSCHAG00000025077	ENSCHAT00000060259	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
dnajc2	ENSCHAG00000025077	ENSCHAT00000060279	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022160	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	1
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022208	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	1
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022322	protein_coding	0	0	0	18	0	0	0	0	17	0	0	0	0	0	1
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022447	protein_coding	0	0	0	18	0	0	0	0	17	0	0	0	0	0	1
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022530	protein_coding	0	0	0	18	0	0	0	0	17	0	0	0	0	0	1
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022582	protein_coding	0	0	0	18	0	0	0	0	16	0	0	0	0	0	2
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022735	protein_coding	0	0	0	18	0	0	0	0	16	0	0	0	0	0	2
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022774	protein_coding	0	0	0	18	0	0	0	0	16	0	0	0	0	0	2
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022987	protein_coding	0	0	0	15	0	0	0	0	12	0	0	0	0	0	3
dpyda.3	ENSCHAG00000010019	ENSCHAT00000022998	protein_coding	0	0	0	12	0	0	0	0	9	0	0	0	0	0	3
ebf2	ENSCHAG00000000295	ENSCHAT00000000497	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
edn1	ENSCHAG00000002785	ENSCHAT00000004778	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ehbp1	ENSCHAG00000001812	ENSCHAT00000003614	protein_coding	0	0	0	13	0	0	0	0	3	0	0	0	0	0	10
ehbp1	ENSCHAG00000001812	ENSCHAT00000003681	protein_coding	0	0	0	13	0	0	0	0	3	0	0	0	0	0	10
ehbp1	ENSCHAG00000001812	ENSCHAT00000003764	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018349	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018388	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018433	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018558	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018576	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018606	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
elavl4	ENSCHAG00000008272	ENSCHAT00000018262	protein_coding	0	0	0	18	0	0	0	1	17	0	0	0	0	0	0
elavl4	ENSCHAG00000008272	ENSCHAT00000018282	protein_coding	0	0	0	18	0	0	0	1	17	0	0	0	0	0	0
elavl4	ENSCHAG00000008272	ENSCHAT00000018304	protein_coding	0	0	0	18	0	0	0	1	17	0	0	0	0	0	0
elavl4	ENSCHAG00000008272	ENSCHAT00000018316	protein_coding	0	0	0	13	0	0	0	1	9	0	0	0	0	0	3
elavl4	ENSCHAG00000008272	ENSCHAT00000018372	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0
elavl4	ENSCHAG00000008272	ENSCHAT00000018409	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0
elavl4	ENSCHAG00000008272	ENSCHAT00000018485	protein_coding	0	0	0	9	0	0	0	1	7	0	0	0	0	0	1
elavl4	ENSCHAG00000008272	ENSCHAT00000018543	protein_coding	0	0	0	9	0	0	0	1	7	0	0	0	0	0	1
elavl4	ENSCHAG00000008272	ENSCHAT00000018586	protein_coding	0	0	0	9	0	0	0	1	7	0	0	0	0	0	1
ep300b	ENSCHAG00000014925	ENSCHAT00000034592	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
ep300b	ENSCHAG00000014925	ENSCHAT00000034721	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
epha4a	ENSCHAG00000026105	ENSCHAT00000063606	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063622	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063638	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063644	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063663	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063726	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063760	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063774	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063781	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
epha4a	ENSCHAG00000026105	ENSCHAT00000063792	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
etfdh	ENSCHAG00000012168	ENSCHAT00000030074	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030142	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030200	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030287	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030302	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030329	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030363	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030388	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
etfdh	ENSCHAG00000012168	ENSCHAT00000030443	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
eva1bb	ENSCHAG00000001235	ENSCHAT00000001948	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
eva1bb	ENSCHAG00000001235	ENSCHAT00000001961	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
fam172a	ENSCHAG00000021542	ENSCHAT00000050386	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
fam172a	ENSCHAG00000021542	ENSCHAT00000050403	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
fbln7	ENSCHAG00000019807	ENSCHAT00000046086	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
fbln7	ENSCHAG00000019807	ENSCHAT00000046120	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
fbln7	ENSCHAG00000019807	ENSCHAT00000046161	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
fbln7	ENSCHAG00000019807	ENSCHAT00000046182	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
fbln7	ENSCHAG00000019807	ENSCHAT00000046265	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fbxw4	ENSCHAG00000027727	ENSCHAT00000067159	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
fbxw4	ENSCHAG00000027727	ENSCHAT00000067160	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
fbxw4	ENSCHAG00000027727	ENSCHAT00000067162	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
fgf16	ENSCHAG00000001334	ENSCHAT00000002092	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	3
fgf8a	ENSCHAG00000027731	ENSCHAT00000067164	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
fgf8a	ENSCHAG00000027731	ENSCHAT00000067166	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
fgf8a	ENSCHAG00000027731	ENSCHAT00000067167	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
gabpb2b	ENSCHAG00000008795	ENSCHAT00000018264	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
galns	ENSCHAG00000022371	ENSCHAT00000052960	protein_coding	0	0	0	11	0	0	0	2	3	0	0	0	0	0	6
galns	ENSCHAG00000022371	ENSCHAT00000052999	protein_coding	0	0	0	11	0	0	0	2	3	0	0	0	0	0	6
galns	ENSCHAG00000022371	ENSCHAT00000053019	protein_coding	0	0	0	11	0	0	0	2	3	0	0	0	0	0	6
galns	ENSCHAG00000022371	ENSCHAT00000053050	protein_coding	0	0	0	11	0	0	0	2	3	0	0	0	0	0	6
galns	ENSCHAG00000022371	ENSCHAT00000053079	protein_coding	0	0	0	10	0	0	0	2	3	0	0	0	0	0	5
galt	ENSCHAG00000006639	ENSCHAT00000013414	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gpnmb	ENSCHAG00000014124	ENSCHAT00000032003	protein_coding	0	0	0	20	0	0	0	0	2	0	0	0	0	0	18
gse1	ENSCHAG00000017820	ENSCHAT00000041285	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041307	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041344	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041363	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
gse1	ENSCHAG00000017820	ENSCHAT00000041409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gtf2h5	ENSCHAG00000003474	ENSCHAT00000006129	protein_coding	0	0	0	6	0	0	0	3	2	0	0	0	0	0	1
hadhab	ENSCHAG00000001370	ENSCHAT00000005927	protein_coding	0	0	1	21	0	0	0	4	12	1	0	0	0	0	5
hadhab	ENSCHAG00000001370	ENSCHAT00000006053	protein_coding	0	0	1	21	0	0	0	4	12	1	0	0	0	0	5
hadhab	ENSCHAG00000001370	ENSCHAT00000006194	protein_coding	0	0	1	21	0	0	0	4	12	1	0	0	0	0	5
hadhab	ENSCHAG00000001370	ENSCHAT00000006304	protein_coding	0	0	1	21	0	0	0	4	12	1	0	0	0	0	5
hadhab	ENSCHAG00000001370	ENSCHAT00000006345	protein_coding	0	0	1	21	0	0	0	4	12	1	0	0	0	0	5
