# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MYO1D	ENSCHAG00000019547	ENSCHAT00000046931	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	1
P2RY4	ENSCHAG00000018087	ENSCHAT00000041696	protein_coding	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	5
PRPSAP1	ENSCHAG00000015124	ENSCHAT00000034374	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRPSAP1	ENSCHAG00000015124	ENSCHAT00000034399	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRPSAP1	ENSCHAG00000015124	ENSCHAT00000034570	protein_coding	0	0	0	6	0	0	1	0	4	0	0	0	0	0	0	0	0	1
PRPSAP1	ENSCHAG00000015124	ENSCHAT00000034605	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
RDH13	ENSCHAG00000023117	ENSCHAT00000054345	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RHBDF2	ENSCHAG00000015673	ENSCHAT00000035946	protein_coding	0	0	0	9	6	0	0	0	3	0	0	0	0	0	0	0	0	0
RHBDF2	ENSCHAG00000015673	ENSCHAT00000035985	protein_coding	0	0	0	9	6	0	0	0	3	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000028422	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000029911	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000029950	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000029976	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000030373	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000030864	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000030882	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000031434	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000031504	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000031536	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SHISAL2A	ENSCHAG00000022650	ENSCHAT00000053246	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SNORD83	ENSCHAG00000010772	ENSCHAT00000023380	snoRNA	0	0	0	21	0	0	0	19	0	0	0	0	0	0	0	0	0	2
SNORD83	ENSCHAG00000010781	ENSCHAT00000023395	snoRNA	0	0	0	22	0	0	0	9	0	0	0	0	0	0	0	0	0	13
SNORD83	ENSCHAG00000010783	ENSCHAT00000023398	snoRNA	0	0	0	21	0	0	0	5	0	0	2	0	0	0	0	0	0	14
SPHK1	ENSCHAG00000015354	ENSCHAT00000034850	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SPHK1	ENSCHAG00000015354	ENSCHAT00000034892	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
THADA	ENSCHAG00000017933	ENSCHAT00000041604	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
THADA	ENSCHAG00000017933	ENSCHAT00000041637	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
THADA	ENSCHAG00000017933	ENSCHAT00000041726	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
U1	ENSCHAG00000019321	ENSCHAT00000044718	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
U12	ENSCHAG00000002816	ENSCHAT00000004838	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
UBE2O	ENSCHAG00000015566	ENSCHAT00000035489	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aanat1	ENSCHAG00000015652	ENSCHAT00000035532	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0
acox1	ENSCHAG00000015871	ENSCHAT00000037476	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037556	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037576	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037591	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037637	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037657	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037674	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037691	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acox1	ENSCHAG00000015871	ENSCHAT00000037711	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
acox1	ENSCHAG00000015871	ENSCHAT00000037753	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
acsf2	ENSCHAG00000021303	ENSCHAT00000049800	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
acsf2	ENSCHAG00000021303	ENSCHAT00000049824	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
acsf2	ENSCHAG00000021303	ENSCHAT00000049857	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
acsf2	ENSCHAG00000021303	ENSCHAT00000049910	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
acsf2	ENSCHAG00000021303	ENSCHAT00000049932	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	1
acsf2	ENSCHAG00000021303	ENSCHAT00000050000	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	1
acsf2	ENSCHAG00000021303	ENSCHAT00000050167	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	1
acsf2	ENSCHAG00000021303	ENSCHAT00000050212	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	1
acsf2	ENSCHAG00000021303	ENSCHAT00000050243	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	1
acsf2	ENSCHAG00000021303	ENSCHAT00000050278	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	1
actr3	ENSCHAG00000008265	ENSCHAT00000019595	protein_coding	0	0	0	7	0	0	0	3	3	0	0	0	0	0	0	0	0	1
actr3	ENSCHAG00000008265	ENSCHAT00000019677	protein_coding	0	0	0	7	0	0	0	3	3	0	0	0	0	0	0	0	0	1
actr3	ENSCHAG00000008265	ENSCHAT00000019697	protein_coding	0	0	0	7	0	0	0	3	3	0	0	0	0	0	0	0	0	1
actr3	ENSCHAG00000008265	ENSCHAT00000019718	protein_coding	0	0	0	7	0	0	0	3	3	0	0	0	0	0	0	0	0	1
actr3	ENSCHAG00000008265	ENSCHAT00000019789	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
actr3	ENSCHAG00000008265	ENSCHAT00000019827	protein_coding	0	0	0	7	0	0	0	3	2	0	0	0	0	0	0	0	0	2
adm2a	ENSCHAG00000015251	ENSCHAT00000034611	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ahr1b	ENSCHAG00000022603	ENSCHAT00000053679	protein_coding	0	1	0	14	0	0	0	0	14	0	0	0	0	0	0	0	1	0
ahr1b	ENSCHAG00000022603	ENSCHAT00000053732	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ahr1b	ENSCHAG00000022603	ENSCHAT00000053799	protein_coding	0	1	0	14	0	0	0	0	14	0	0	0	0	0	0	0	1	0
ahr1b	ENSCHAG00000022603	ENSCHAT00000053880	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ahr1b	ENSCHAG00000022603	ENSCHAT00000053958	protein_coding	0	1	0	14	0	0	0	0	14	0	0	0	0	0	0	0	1	0
ahr1b	ENSCHAG00000022603	ENSCHAT00000054013	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ahr2	ENSCHAG00000022994	ENSCHAT00000054092	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ahr2	ENSCHAG00000022994	ENSCHAT00000054121	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ahr2	ENSCHAG00000022994	ENSCHAT00000054137	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
akr1b1.2	ENSCHAG00000000879	ENSCHAT00000003136	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
akr1b1.2	ENSCHAG00000000879	ENSCHAT00000003216	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
akr1b1.2	ENSCHAG00000000879	ENSCHAT00000003331	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
akr1b1.2	ENSCHAG00000000879	ENSCHAT00000003395	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
akr1b1.2	ENSCHAG00000000879	ENSCHAT00000003428	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
akr1b1.2	ENSCHAG00000000879	ENSCHAT00000003451	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
akr7a3	ENSCHAG00000010762	ENSCHAT00000023392	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2
antxr1d	ENSCHAG00000009324	ENSCHAT00000019635	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0
ap1m2	ENSCHAG00000025169	ENSCHAT00000060512	protein_coding	0	0	0	14	1	0	1	6	5	0	0	0	0	0	0	0	0	1
ap1m2	ENSCHAG00000025169	ENSCHAT00000060513	protein_coding	0	0	0	14	1	0	0	6	5	0	0	0	0	0	0	0	0	2
ap1m2	ENSCHAG00000025169	ENSCHAT00000060519	protein_coding	0	0	0	14	1	0	0	6	5	0	0	0	0	0	0	0	0	2
ap1m2	ENSCHAG00000025169	ENSCHAT00000060521	protein_coding	0	0	0	14	1	0	0	6	5	0	0	0	0	0	0	0	0	2
ap1m2	ENSCHAG00000025169	ENSCHAT00000060532	protein_coding	0	0	0	14	1	0	0	6	4	0	0	0	0	0	0	0	0	3
ap1m2	ENSCHAG00000025169	ENSCHAT00000060537	protein_coding	0	0	0	14	1	0	0	6	4	0	0	0	0	0	0	0	0	3
arhgap22	ENSCHAG00000011051	ENSCHAT00000024233	protein_coding	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	1
arhgap22	ENSCHAG00000011051	ENSCHAT00000024304	protein_coding	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	1
arhgap22	ENSCHAG00000011051	ENSCHAT00000024375	protein_coding	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	2
arid4a	ENSCHAG00000013560	ENSCHAT00000033490	protein_coding	0	0	0	12	0	0	0	3	5	0	0	0	0	0	0	0	0	4
arid4a	ENSCHAG00000013560	ENSCHAT00000033726	protein_coding	0	0	0	12	0	0	0	3	5	0	0	0	0	0	0	0	0	4
arid4a	ENSCHAG00000013560	ENSCHAT00000033786	protein_coding	0	0	0	12	0	0	0	3	5	0	0	0	0	0	0	0	0	4
arid4a	ENSCHAG00000013560	ENSCHAT00000033929	protein_coding	0	0	0	12	0	0	0	3	4	0	0	0	0	0	0	0	0	5
arid4a	ENSCHAG00000013560	ENSCHAT00000034086	protein_coding	0	0	0	12	0	0	0	3	3	0	0	0	0	0	0	0	0	6
arid4a	ENSCHAG00000013560	ENSCHAT00000034115	protein_coding	0	0	0	12	0	0	0	3	3	0	0	0	0	0	0	0	0	6
arid4a	ENSCHAG00000013560	ENSCHAT00000034157	protein_coding	0	0	0	12	0	0	0	3	3	0	0	0	0	0	0	0	0	6
arid4a	ENSCHAG00000013560	ENSCHAT00000034202	protein_coding	0	0	0	12	0	0	0	3	3	0	0	0	0	0	0	0	0	6
arr3a	ENSCHAG00000025233	ENSCHAT00000060198	protein_coding	0	1	0	4	0	0	0	3	2	0	0	0	0	1	0	0	0	0
arr3a	ENSCHAG00000025233	ENSCHAT00000060225	protein_coding	0	1	0	4	0	0	0	3	2	0	0	0	0	1	0	0	0	0
arr3a	ENSCHAG00000025233	ENSCHAT00000060235	protein_coding	0	1	0	4	0	0	0	3	2	0	0	0	0	1	0	0	0	0
arr3a	ENSCHAG00000025233	ENSCHAT00000060241	protein_coding	0	1	0	4	0	0	0	3	2	0	0	0	0	1	0	0	0	0
arr3a	ENSCHAG00000025302	ENSCHAT00000060287	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	1	0	0	1	0
arr3a	ENSCHAG00000025302	ENSCHAT00000060311	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
arr3b	ENSCHAG00000018573	ENSCHAT00000043444	protein_coding	0	2	0	23	1	0	0	4	7	0	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043484	protein_coding	0	2	1	22	0	0	0	4	7	1	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043526	protein_coding	0	2	0	23	0	0	0	5	7	0	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043559	protein_coding	0	2	0	23	0	0	0	5	7	0	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043610	protein_coding	0	2	0	23	3	0	0	5	4	0	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043630	protein_coding	0	2	0	23	3	0	0	5	4	0	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043645	protein_coding	0	2	1	22	0	0	0	5	6	1	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043663	protein_coding	0	2	0	23	0	0	0	8	4	0	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043758	protein_coding	0	2	0	22	3	0	0	5	3	0	0	0	0	0	0	0	2	11
arr3b	ENSCHAG00000018573	ENSCHAT00000043785	protein_coding	0	2	0	22	0	0	0	7	4	0	0	0	0	0	0	0	2	11
artna	ENSCHAG00000022984	ENSCHAT00000054038	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
atp11c	ENSCHAG00000016360	ENSCHAT00000039503	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
atp11c	ENSCHAG00000016360	ENSCHAT00000039653	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
atp11c	ENSCHAG00000016360	ENSCHAT00000040279	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
atp11c	ENSCHAG00000016360	ENSCHAT00000040890	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
atp11c	ENSCHAG00000016360	ENSCHAT00000040986	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
atp11c	ENSCHAG00000016360	ENSCHAT00000041036	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
atp11c	ENSCHAG00000016360	ENSCHAT00000041425	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	0	0	1
atp11c	ENSCHAG00000016360	ENSCHAT00000041485	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	0	0	1
atp11c	ENSCHAG00000016360	ENSCHAT00000041658	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
b3gnt2b	ENSCHAG00000002175	ENSCHAT00000003852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bahcc1b	ENSCHAG00000021207	ENSCHAT00000049412	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
banp	ENSCHAG00000015817	ENSCHAT00000035964	protein_coding	0	0	0	13	0	0	0	3	8	0	0	0	0	0	0	0	0	2
bnip1b	ENSCHAG00000001187	ENSCHAT00000002020	protein_coding	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	23
cacna1c	ENSCHAG00000010524	ENSCHAT00000057347	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000057883	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058123	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058162	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058348	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058600	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058630	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058785	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058795	protein_coding	0	0	0	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0
cacna1c	ENSCHAG00000010524	ENSCHAT00000058888	protein_coding	0	0	0	11	0	0	0	3	8	0	0	0	0	0	0	0	0	0
camta1a	ENSCHAG00000009617	ENSCHAT00000022127	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0
camta1a	ENSCHAG00000009617	ENSCHAT00000022178	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0
camta1a	ENSCHAG00000009617	ENSCHAT00000022227	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0
camta1a	ENSCHAG00000009617	ENSCHAT00000022284	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0
camta1a	ENSCHAG00000009617	ENSCHAT00000022361	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0
camta1a	ENSCHAG00000009617	ENSCHAT00000022733	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0
cbx7a	ENSCHAG00000014912	ENSCHAT00000033800	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cct2	ENSCHAG00000009633	ENSCHAT00000020390	protein_coding	0	1	0	8	0	0	0	3	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020473	protein_coding	0	1	0	8	0	0	0	3	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020488	protein_coding	0	1	0	7	0	0	0	2	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020499	protein_coding	0	1	0	7	0	0	0	2	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020513	protein_coding	0	1	0	7	0	0	0	2	4	0	0	0	0	0	0	0	1	1
cdc42ep1b	ENSCHAG00000000008	ENSCHAT00000000023	protein_coding	0	2	1	49	4	0	0	36	6	1	0	0	0	0	0	0	2	3
cdc42ep1b	ENSCHAG00000000008	ENSCHAT00000000024	protein_coding	0	2	1	49	4	0	0	36	6	1	0	0	0	0	0	0	2	3
cdk5r1b	ENSCHAG00000019504	ENSCHAT00000045198	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cdkn2d	ENSCHAG00000025438	ENSCHAT00000060544	protein_coding	0	0	0	13	0	0	0	8	0	0	0	0	0	0	0	0	0	5
cdkn2d	ENSCHAG00000025438	ENSCHAT00000060547	protein_coding	0	0	0	13	0	0	0	8	0	0	0	0	0	0	0	0	0	5
chad	ENSCHAG00000021528	ENSCHAT00000050288	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000044135	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000047101	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000047687	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000047707	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000047877	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000048012	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000048025	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000048078	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000048108	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000048123	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
cpsf6	ENSCHAG00000009684	ENSCHAT00000020655	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	2
cpsf6	ENSCHAG00000009684	ENSCHAT00000020670	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	2
cpsf6	ENSCHAG00000009684	ENSCHAT00000020681	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	2
cpsf6	ENSCHAG00000009684	ENSCHAT00000020700	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
cpt1aa	ENSCHAG00000021269	ENSCHAT00000052797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000052981	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053045	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053059	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cpt1aa	ENSCHAG00000021269	ENSCHAT00000053131	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
crebrf	ENSCHAG00000001149	ENSCHAT00000001804	protein_coding	0	1	0	6	0	0	0	0	4	0	0	0	0	0	0	0	1	2
crebrf	ENSCHAG00000001149	ENSCHAT00000001821	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	3
cx39.4	ENSCHAG00000002465	ENSCHAT00000004314	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
cxcl14	ENSCHAG00000018407	ENSCHAT00000042570	protein_coding	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1
cxcl14	ENSCHAG00000018407	ENSCHAT00000042591	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cxcl14	ENSCHAG00000018407	ENSCHAT00000042622	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cyb561	ENSCHAG00000013337	ENSCHAT00000029878	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cygb2	ENSCHAG00000015325	ENSCHAT00000034746	protein_coding	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	3
dab2ipa	ENSCHAG00000022839	ENSCHAT00000057120	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
dab2ipa	ENSCHAG00000022839	ENSCHAT00000057190	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
dab2ipa	ENSCHAG00000022839	ENSCHAT00000057331	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
dab2ipa	ENSCHAG00000022839	ENSCHAT00000057378	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
dab2ipa	ENSCHAG00000022839	ENSCHAT00000057421	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dact1	ENSCHAG00000015231	ENSCHAT00000034581	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
dennd4a	ENSCHAG00000003270	ENSCHAT00000005983	protein_coding	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0
dennd4a	ENSCHAG00000003270	ENSCHAT00000006086	protein_coding	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0
